[INFO] Precalculated link index map (total 20)
  link_idx=19 maps to (11,17)
  link_idx=18 maps to (17,19)
  link_idx=16 maps to (9,16)
  link_idx=15 maps to (16,19)
  link_idx=13 maps to (7,15)
  link_idx=0 maps to (0,12)
  link_idx=14 maps to (8,16)
  link_idx=1 maps to (1,12)
  link_idx=2 maps to (2,13)
  link_idx=3 maps to (13,18)
  link_idx=11 maps to (19,20)
  link_idx=17 maps to (10,17)
  link_idx=5 maps to (3,13)
  link_idx=7 maps to (14,18)
  link_idx=6 maps to (4,14)
  link_idx=10 maps to (15,19)
  link_idx=4 maps to (12,18)
  link_idx=8 maps to (5,14)
  link_idx=9 maps to (6,15)
  link_idx=12 maps to (18,20)
[INFO] Per-client link index sequences (client -> server and server -> client)
  client 0 c2s: [0,1]  s2c: [1,0]
  client 1 c2s: [2,3,4,1]  s2c: [1,4,3,2]
  client 2 c2s: [5,3,4,1]  s2c: [1,4,3,5]
  client 3 c2s: [6,7,4,1]  s2c: [1,4,7,6]
  client 4 c2s: [8,7,4,1]  s2c: [1,4,7,8]
  client 5 c2s: [9,10,11,12,4,1]  s2c: [1,4,12,11,10,9]
  client 6 c2s: [13,10,11,12,4,1]  s2c: [1,4,12,11,10,13]
  client 7 c2s: [14,15,11,12,4,1]  s2c: [1,4,12,11,15,14]
  client 8 c2s: [16,15,11,12,4,1]  s2c: [1,4,12,11,15,16]
  client 9 c2s: [17,18,11,12,4,1]  s2c: [1,4,12,11,18,17]
  client 10 c2s: [19,18,11,12,4,1]  s2c: [1,4,12,11,18,19]
Loading M4 ML models for HERD network prediction...
[INFO] Overriding n_links with computed value from routes: 20
[INFO] Loading models from /data2/om/m4/testbed/models_v4
[INFO] All models loaded and optimized for inference.
[INFO] M4 tensors initialized for max 28600 HERD flows with per-flow parameters
M4 ML models and tensors loaded successfully for HERD prediction service
ML STATE: flow_id=0 size=17B, active_flows=1, params=[0,0,...,0], slowdown=1, ideal_fct=6013.6ns, predicted_fct=6013.6ns
ML STATE: flow_id=14 size=41B, active_flows=9, params=[0,0,...,0], slowdown=9.76784, ideal_fct=12032.8ns, predicted_fct=117534ns
ML STATE: flow_id=15 size=41B, active_flows=10, params=[0,0,...,0], slowdown=11.2473, ideal_fct=18032.8ns, predicted_fct=202819ns
ML STATE: flow_id=16 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.7517, ideal_fct=18032.8ns, predicted_fct=193884ns
ML STATE: flow_id=17 size=10B, active_flows=10, params=[0,0,...,0], slowdown=11.0398, ideal_fct=6008ns, predicted_fct=66327.2ns
ML STATE: flow_id=18 size=41B, active_flows=11, params=[0,0,...,0], slowdown=9.92554, ideal_fct=12032.8ns, predicted_fct=119432ns
ML STATE: flow_id=19 size=41B, active_flows=11, params=[0,0,...,0], slowdown=9.50206, ideal_fct=18032.8ns, predicted_fct=171349ns
ML STATE: flow_id=20 size=41B, active_flows=10, params=[0,0,...,0], slowdown=6.05358, ideal_fct=12032.8ns, predicted_fct=72841.5ns
ML STATE: flow_id=21 size=41B, active_flows=11, params=[0,0,...,0], slowdown=9.83444, ideal_fct=18032.8ns, predicted_fct=177343ns
ML STATE: flow_id=22 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=23 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.9182, ideal_fct=12008ns, predicted_fct=155122ns
ML STATE: flow_id=24 size=10B, active_flows=11, params=[0,0,...,0], slowdown=7.82265, ideal_fct=12008ns, predicted_fct=93934.4ns
ML STATE: flow_id=25 size=41B, active_flows=8, params=[0,0,...,0], slowdown=9.29649, ideal_fct=18032.8ns, predicted_fct=167642ns
ML STATE: flow_id=26 size=10B, active_flows=9, params=[0,0,...,0], slowdown=12.2097, ideal_fct=12008ns, predicted_fct=146614ns
ML STATE: flow_id=27 size=10B, active_flows=10, params=[0,0,...,0], slowdown=12.5, ideal_fct=12008ns, predicted_fct=150100ns
ML STATE: flow_id=28 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.7708, ideal_fct=18008ns, predicted_fct=229977ns
ML STATE: flow_id=29 size=10B, active_flows=10, params=[0,0,...,0], slowdown=7.8363, ideal_fct=18008ns, predicted_fct=141116ns
ML STATE: flow_id=30 size=10B, active_flows=10, params=[0,0,...,0], slowdown=11.3584, ideal_fct=18008ns, predicted_fct=204543ns
ML STATE: flow_id=31 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.104, ideal_fct=18008ns, predicted_fct=217968ns
ML STATE: flow_id=32 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.38879, ideal_fct=257766ns, predicted_fct=357982ns
ML STATE: flow_id=33 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.07554, ideal_fct=257766ns, predicted_fct=277239ns
ML STATE: flow_id=34 size=10B, active_flows=11, params=[0,0,...,0], slowdown=10.7286, ideal_fct=18008ns, predicted_fct=193200ns
ML STATE: flow_id=35 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.0399, ideal_fct=257766ns, predicted_fct=268052ns
ML STATE: flow_id=36 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.38326, ideal_fct=257766ns, predicted_fct=356557ns
ML STATE: flow_id=37 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.3542, ideal_fct=18008ns, predicted_fct=222475ns
ML STATE: flow_id=38 size=17B, active_flows=11, params=[0,0,...,0], slowdown=10.9352, ideal_fct=6013.6ns, predicted_fct=65759.8ns
ML STATE: flow_id=39 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.75241, ideal_fct=263766ns, predicted_fct=462227ns
ML STATE: flow_id=40 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.77581, ideal_fct=263766ns, predicted_fct=468398ns
ML STATE: flow_id=41 size=41B, active_flows=11, params=[0,0,...,0], slowdown=2.60982, ideal_fct=6032.8ns, predicted_fct=15744.5ns
ML STATE: flow_id=42 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=3.20638, ideal_fct=263766ns, predicted_fct=845736ns
ML STATE: flow_id=43 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.96008, ideal_fct=263766ns, predicted_fct=517003ns
ML STATE: flow_id=44 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.9564, ideal_fct=6008ns, predicted_fct=77842.2ns
ML STATE: flow_id=45 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=2.58784, ideal_fct=263766ns, predicted_fct=682587ns
ML STATE: flow_id=46 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=47 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.7473, ideal_fct=12013.6ns, predicted_fct=165154ns
ML STATE: flow_id=48 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.4671, ideal_fct=263766ns, predicted_fct=386972ns
ML STATE: flow_id=49 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.524, ideal_fct=12013.6ns, predicted_fct=138445ns
ML STATE: flow_id=50 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.626, ideal_fct=12013.6ns, predicted_fct=163697ns
ML STATE: flow_id=51 size=17B, active_flows=11, params=[0,0,...,0], slowdown=3.1347, ideal_fct=12013.6ns, predicted_fct=37659ns
ML STATE: flow_id=52 size=41B, active_flows=11, params=[0,0,...,0], slowdown=3.06308, ideal_fct=12032.8ns, predicted_fct=36857.4ns
ML STATE: flow_id=53 size=41B, active_flows=10, params=[0,0,...,0], slowdown=13.7243, ideal_fct=12032.8ns, predicted_fct=165142ns
ML STATE: flow_id=54 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.5703, ideal_fct=12032.8ns, predicted_fct=163289ns
ML STATE: flow_id=55 size=10B, active_flows=10, params=[0,0,...,0], slowdown=10.1767, ideal_fct=12008ns, predicted_fct=122202ns
ML STATE: flow_id=56 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.4024, ideal_fct=12032.8ns, predicted_fct=161269ns
ML STATE: flow_id=57 size=17B, active_flows=11, params=[0,0,...,0], slowdown=10.628, ideal_fct=6013.6ns, predicted_fct=63912.7ns
ML STATE: flow_id=58 size=17B, active_flows=11, params=[0,0,...,0], slowdown=8.45524, ideal_fct=18013.6ns, predicted_fct=152309ns
ML STATE: flow_id=59 size=41B, active_flows=11, params=[0,0,...,0], slowdown=2.88848, ideal_fct=6032.8ns, predicted_fct=17425.6ns
ML STATE: flow_id=60 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.4584, ideal_fct=18013.6ns, predicted_fct=242435ns
ML STATE: flow_id=61 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.16666, ideal_fct=257766ns, predicted_fct=300726ns
ML STATE: flow_id=62 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.7784, ideal_fct=6008ns, predicted_fct=76772.4ns
ML STATE: flow_id=63 size=10B, active_flows=10, params=[0,0,...,0], slowdown=12.9055, ideal_fct=12008ns, predicted_fct=154969ns
ML STATE: flow_id=64 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.3209, ideal_fct=12008ns, predicted_fct=159958ns
ML STATE: flow_id=65 size=10B, active_flows=11, params=[0,0,...,0], slowdown=7.33321, ideal_fct=12008ns, predicted_fct=88057.1ns
ML STATE: flow_id=66 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.4638, ideal_fct=18013.6ns, predicted_fct=224519ns
ML STATE: flow_id=67 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=68 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.9555, ideal_fct=18013.6ns, predicted_fct=215362ns
ML STATE: flow_id=69 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.33579, ideal_fct=18032.8ns, predicted_fct=150318ns
ML STATE: flow_id=70 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.05388, ideal_fct=257766ns, predicted_fct=271654ns
ML STATE: flow_id=71 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.02016, ideal_fct=257766ns, predicted_fct=262962ns
ML STATE: flow_id=72 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.10833, ideal_fct=257766ns, predicted_fct=285691ns
ML STATE: flow_id=73 size=41B, active_flows=11, params=[0,0,...,0], slowdown=6.25962, ideal_fct=18032.8ns, predicted_fct=112879ns
ML STATE: flow_id=74 size=10B, active_flows=11, params=[0,0,...,0], slowdown=9.28674, ideal_fct=18008ns, predicted_fct=167236ns
ML STATE: flow_id=75 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.9757, ideal_fct=18013.6ns, predicted_fct=251752ns
ML STATE: flow_id=76 size=17B, active_flows=10, params=[0,0,...,0], slowdown=8.92113, ideal_fct=12013.6ns, predicted_fct=107175ns
ML STATE: flow_id=77 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.1839, ideal_fct=18032.8ns, predicted_fct=219710ns
ML STATE: flow_id=78 size=41B, active_flows=11, params=[0,0,...,0], slowdown=11.6736, ideal_fct=18032.8ns, predicted_fct=210508ns
ML STATE: flow_id=79 size=17B, active_flows=11, params=[0,0,...,0], slowdown=8.45646, ideal_fct=6013.6ns, predicted_fct=50853.8ns
ML STATE: flow_id=80 size=10B, active_flows=11, params=[0,0,...,0], slowdown=7.37165, ideal_fct=18008ns, predicted_fct=132749ns
ML STATE: flow_id=81 size=41B, active_flows=11, params=[0,0,...,0], slowdown=1.85961, ideal_fct=6032.8ns, predicted_fct=11218.7ns
ML STATE: flow_id=82 size=17B, active_flows=11, params=[0,0,...,0], slowdown=11.7944, ideal_fct=18013.6ns, predicted_fct=212460ns
ML STATE: flow_id=83 size=10B, active_flows=10, params=[0,0,...,0], slowdown=11.7935, ideal_fct=6008ns, predicted_fct=70855.3ns
ML STATE: flow_id=84 size=17B, active_flows=10, params=[0,0,...,0], slowdown=13.1413, ideal_fct=12013.6ns, predicted_fct=157874ns
ML STATE: flow_id=85 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.4008, ideal_fct=12032.8ns, predicted_fct=149216ns
ML STATE: flow_id=86 size=17B, active_flows=11, params=[0,0,...,0], slowdown=10.0663, ideal_fct=12013.6ns, predicted_fct=120932ns
ML STATE: flow_id=87 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.8429, ideal_fct=263766ns, predicted_fct=486096ns
ML STATE: flow_id=88 size=17B, active_flows=11, params=[0,0,...,0], slowdown=7.99426, ideal_fct=12013.6ns, predicted_fct=96039.8ns
ML STATE: flow_id=89 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=90 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.81376, ideal_fct=263766ns, predicted_fct=478410ns
ML STATE: flow_id=91 size=10B, active_flows=9, params=[0,0,...,0], slowdown=6.33282, ideal_fct=18008ns, predicted_fct=114042ns
ML STATE: flow_id=92 size=41B, active_flows=10, params=[0,0,...,0], slowdown=13.7941, ideal_fct=18032.8ns, predicted_fct=248746ns
ML STATE: flow_id=93 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.8845, ideal_fct=18008ns, predicted_fct=250032ns
ML STATE: flow_id=94 size=41B, active_flows=10, params=[0,0,...,0], slowdown=8.00605, ideal_fct=12032.8ns, predicted_fct=96335.1ns
ML STATE: flow_id=95 size=41B, active_flows=9, params=[0,0,...,0], slowdown=11.3296, ideal_fct=12032.8ns, predicted_fct=136327ns
ML STATE: flow_id=96 size=10B, active_flows=10, params=[0,0,...,0], slowdown=12.9699, ideal_fct=12008ns, predicted_fct=155743ns
ML STATE: flow_id=97 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.2803, ideal_fct=12032.8ns, predicted_fct=147766ns
ML STATE: flow_id=98 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.0216, ideal_fct=18032.8ns, predicted_fct=144652ns
ML STATE: flow_id=99 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.32855, ideal_fct=263766ns, predicted_fct=350428ns
ML STATE: flow_id=100 size=10B, active_flows=11, params=[0,0,...,0], slowdown=7.78315, ideal_fct=12008ns, predicted_fct=93460ns
ML STATE: flow_id=101 size=10B, active_flows=11, params=[0,0,...,0], slowdown=3.67105, ideal_fct=12008ns, predicted_fct=44082ns
ML STATE: flow_id=102 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.15096, ideal_fct=257766ns, predicted_fct=296679ns
ML STATE: flow_id=103 size=17B, active_flows=10, params=[0,0,...,0], slowdown=12.9045, ideal_fct=6013.6ns, predicted_fct=77602.8ns
ML STATE: flow_id=104 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.7592, ideal_fct=12008ns, predicted_fct=165220ns
ML STATE: flow_id=105 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.05601, ideal_fct=257766ns, predicted_fct=272205ns
ML STATE: flow_id=106 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.64607, ideal_fct=257766ns, predicted_fct=424302ns
ML STATE: flow_id=107 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.4558, ideal_fct=18008ns, predicted_fct=242311ns
ML STATE: flow_id=108 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=2.11003, ideal_fct=263766ns, predicted_fct=556555ns
ML STATE: flow_id=109 size=10B, active_flows=11, params=[0,0,...,0], slowdown=13.7882, ideal_fct=18008ns, predicted_fct=248297ns
ML STATE: flow_id=110 size=41B, active_flows=11, params=[0,0,...,0], slowdown=2.05934, ideal_fct=6032.8ns, predicted_fct=12423.6ns
ML STATE: flow_id=111 size=10B, active_flows=11, params=[0,0,...,0], slowdown=7.3864, ideal_fct=6008ns, predicted_fct=44377.5ns
ML STATE: flow_id=112 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=113 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.06518, ideal_fct=257766ns, predicted_fct=274568ns
ML STATE: flow_id=114 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.7563, ideal_fct=18013.6ns, predicted_fct=229787ns
ML STATE: flow_id=115 size=17B, active_flows=11, params=[0,0,...,0], slowdown=5.85126, ideal_fct=18013.6ns, predicted_fct=105402ns
ML STATE: flow_id=116 size=17B, active_flows=11, params=[0,0,...,0], slowdown=9.92821, ideal_fct=18013.6ns, predicted_fct=178843ns
ML STATE: flow_id=117 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.42956, ideal_fct=263766ns, predicted_fct=377069ns
ML STATE: flow_id=118 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.619, ideal_fct=12013.6ns, predicted_fct=163613ns
ML STATE: flow_id=119 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.2107, ideal_fct=12013.6ns, predicted_fct=158708ns
ML STATE: flow_id=120 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=2.53656, ideal_fct=263766ns, predicted_fct=669060ns
ML STATE: flow_id=121 size=41B, active_flows=11, params=[0,0,...,0], slowdown=6.72382, ideal_fct=18032.8ns, predicted_fct=121249ns
ML STATE: flow_id=122 size=17B, active_flows=11, params=[0,0,...,0], slowdown=1.02767, ideal_fct=6013.6ns, predicted_fct=6179.99ns
ML STATE: flow_id=123 size=41B, active_flows=10, params=[0,0,...,0], slowdown=9.27732, ideal_fct=6032.8ns, predicted_fct=55968.2ns
ML STATE: flow_id=124 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.99, ideal_fct=18032.8ns, predicted_fct=252279ns
ML STATE: flow_id=125 size=17B, active_flows=10, params=[0,0,...,0], slowdown=9.43197, ideal_fct=12013.6ns, predicted_fct=113312ns
ML STATE: flow_id=126 size=41B, active_flows=11, params=[0,0,...,0], slowdown=11.5186, ideal_fct=18032.8ns, predicted_fct=207713ns
ML STATE: flow_id=127 size=17B, active_flows=11, params=[0,0,...,0], slowdown=12.6799, ideal_fct=12013.6ns, predicted_fct=152332ns
ML STATE: flow_id=128 size=41B, active_flows=10, params=[0,0,...,0], slowdown=9.33511, ideal_fct=12032.8ns, predicted_fct=112327ns
ML STATE: flow_id=129 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.1442, ideal_fct=12032.8ns, predicted_fct=146129ns
ML STATE: flow_id=130 size=10B, active_flows=10, params=[0,0,...,0], slowdown=10.9391, ideal_fct=18008ns, predicted_fct=196992ns
ML STATE: flow_id=131 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.6336, ideal_fct=6008ns, predicted_fct=69894.5ns
ML STATE: flow_id=132 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=133 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.5567, ideal_fct=12032.8ns, predicted_fct=127027ns
ML STATE: flow_id=134 size=10B, active_flows=11, params=[0,0,...,0], slowdown=10.0397, ideal_fct=12008ns, predicted_fct=120556ns
ML STATE: flow_id=135 size=17B, active_flows=11, params=[0,0,...,0], slowdown=9.00691, ideal_fct=18013.6ns, predicted_fct=162247ns
ML STATE: flow_id=136 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.0252, ideal_fct=12032.8ns, predicted_fct=120631ns
ML STATE: flow_id=137 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.9452, ideal_fct=12008ns, predicted_fct=143438ns
ML STATE: flow_id=138 size=17B, active_flows=10, params=[0,0,...,0], slowdown=7.92007, ideal_fct=18013.6ns, predicted_fct=142669ns
ML STATE: flow_id=139 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.7794, ideal_fct=18008ns, predicted_fct=212124ns
ML STATE: flow_id=140 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.62027, ideal_fct=263766ns, predicted_fct=427372ns
ML STATE: flow_id=141 size=10B, active_flows=11, params=[0,0,...,0], slowdown=12.6591, ideal_fct=18008ns, predicted_fct=227966ns
ML STATE: flow_id=142 size=10B, active_flows=11, params=[0,0,...,0], slowdown=11.4471, ideal_fct=12008ns, predicted_fct=137457ns
ML STATE: flow_id=143 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.26628, ideal_fct=257766ns, predicted_fct=326405ns
ML STATE: flow_id=144 size=10B, active_flows=11, params=[0,0,...,0], slowdown=7.05584, ideal_fct=12008ns, predicted_fct=84726.6ns
ML STATE: flow_id=145 size=307208B, active_flows=10, params=[1,1,...,1], slowdown=1.02649, ideal_fct=257766ns, predicted_fct=264594ns
ML STATE: flow_id=146 size=41B, active_flows=11, params=[0,0,...,0], slowdown=13.156, ideal_fct=18032.8ns, predicted_fct=237239ns
ML STATE: flow_id=147 size=17B, active_flows=10, params=[0,0,...,0], slowdown=3.82639, ideal_fct=6013.6ns, predicted_fct=23010.4ns
ML STATE: flow_id=148 size=41B, active_flows=11, params=[0,0,...,0], slowdown=12.5796, ideal_fct=18032.8ns, predicted_fct=226845ns
ML STATE: flow_id=149 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.10619, ideal_fct=257766ns, predicted_fct=285139ns
ML STATE: flow_id=150 size=41B, active_flows=11, params=[0,0,...,0], slowdown=10.1486, ideal_fct=6032.8ns, predicted_fct=61224.6ns
ML STATE: flow_id=151 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.56054, ideal_fct=257766ns, predicted_fct=402255ns
ML STATE: flow_id=152 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.53424, ideal_fct=263766ns, predicted_fct=404681ns
ML STATE: flow_id=153 size=10B, active_flows=11, params=[0,0,...,0], slowdown=2.56363, ideal_fct=6008ns, predicted_fct=15402.3ns
ML STATE: flow_id=154 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=3.2365, ideal_fct=263766ns, predicted_fct=853680ns
ML STATE: flow_id=155 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1, ideal_fct=251766ns, predicted_fct=251766ns
ML STATE: flow_id=156 size=17B, active_flows=11, params=[0,0,...,0], slowdown=8.41656, ideal_fct=18013.6ns, predicted_fct=151612ns
ML STATE: flow_id=157 size=10B, active_flows=11, params=[0,0,...,0], slowdown=4.52685, ideal_fct=18008ns, predicted_fct=81519.5ns
ML STATE: flow_id=158 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.7467, ideal_fct=12013.6ns, predicted_fct=165147ns
ML STATE: flow_id=159 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.4958, ideal_fct=12013.6ns, predicted_fct=162133ns
ML STATE: flow_id=160 size=10B, active_flows=11, params=[0,0,...,0], slowdown=9.86165, ideal_fct=18008ns, predicted_fct=177589ns
ML STATE: flow_id=161 size=307208B, active_flows=11, params=[1,1,...,1], slowdown=1.61813, ideal_fct=263766ns, predicted_fct=426809ns
ML STATE: flow_id=162 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.9793, ideal_fct=18013.6ns, predicted_fct=251818ns
ML STATE: flow_id=163 size=17B, active_flows=11, params=[0,0,...,0], slowdown=13.3654, ideal_fct=12013.6ns, predicted_fct=160566ns
ML STATE: flow_id=164 size=41B, active_flows=11, params=[0,0,...,0], slowdown=8.21158, ideal_fct=18032.8ns, predicted_fct=148078ns
ML STATE: flow_id=165 size=17B, active_flows=11, params=[0,0,...,0], slowdown=1.17471, ideal_fct=6013.6ns, predicted_fct=7064.24ns
ML STATE: flow_id=166 size=41B, active_flows=11, params=[0,0,...,0], slowdown=6.70305, ideal_fct=6032.8ns, predicted_fct=40438.2ns
ML STATE: flow_id=167 size=41B, active_flows=10, params=[0,0,...,0], slowdown=10.9094, ideal_fct=12032.8ns, predicted_fct=131271ns
